name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
faceoff;"Face Off (Japan 2 Players)";"1988";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"namco/namcos1.cpp";"Mame 0.36rc1";"2000-02-26";"Mame 0.256";"2023-06-28";2;2;2;2;1;RASTER;"180";HORIZONTAL;288;224;60.606061;"double joystick (8-way)";"CRT 15kHz";"Motorola MC6809E,Hitachi HD63701V0";"maincpu Motorola MC6809E @1.536 MHz, subcpu Motorola MC6809E @1.536 MHz, audiocpu Motorola MC6809E @1.536 MHz, mcu Hitachi HD63701V0 @6.144 MHz";"Speaker,YM2151 OPM,Namco CUS30,8-Bit R-2R DAC";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @3.579545 MHz, namco Namco CUS30 @0.12 MHz, dac0 8-Bit R-2R DAC, dac1 8-Bit R-2R DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Sports / Hockey";Sports;-;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=eN0Mp9aUtRk";-;0;NO;NO;NO;NO;Japanese;"30 to 40 (Amendable)";-;-;NO;"Face Off";
firetpbl;"Fire Trap (Japan bootleg)";"1986";bootleg;NO;firetrap;YES;firetrap;-;YES;NO;NO;-;NO;YES;NO;NO;firetrap.c;"Mame 0.30";"1998-01-08";"Mame 0.136u2";"2010-01-28";2;1;3;1;1;RASTER;"90";VERTICAL;256;240;60.000000;"double joystick (4-way)";"CRT 15kHz";"Z80,M6502";"maincpu Z80 @6 MHz, audiocpu M6502 @1.536 MHz";"YM3526,MSM5205";"ymsnd YM3526 @3 MHz, msm MSM5205 @0.384 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Climbing;Climbing;-;Climbing;-;NO;YES;NO;YES;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Climbing;-;-;-;NO;"Fire Trap";
firetrap;"Fire Trap (US, rev A)";"1986";"Woodplace Inc. (Data East USA license)";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dataeast/firetrap.cpp;"Mame 0.30";"1998-01-08";"Mame 0.256";"2023-06-28";2;1;2;1;1;RASTER;"90";VERTICAL;256;240;57.444853;"double joystick (4-way)";"CRT 15kHz";"Zilog Z80,MOS Technology 6502,Intel 8751";"maincpu Zilog Z80 @6 MHz, audiocpu MOS Technology 6502 @1.5 MHz, mcu Intel 8751 @8 MHz";"Speaker,YM3526 OPL,OKI MSM5205 ADPCM";"mono Speaker, ymsnd YM3526 OPL @3 MHz, msm OKI MSM5205 ADPCM @0.375 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Climbing / Building";Climbing;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_firetrap;"https://www.youtube.com/watch?v=HgbmclRTN2c";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1986";"29043;29031";NO;"Fire Trap";
firetrapa;"Fire Trap (US)";"1986";"Woodplace Inc. (Data East USA license)";NO;firetrap;YES;firetrap;-;YES;NO;NO;-;NO;YES;NO;YES;dataeast/firetrap.cpp;"Mame 0.156";"2014-11-26";"Mame 0.256";"2023-06-28";2;1;2;1;1;RASTER;"90";VERTICAL;256;240;57.444853;"double joystick (4-way)";"CRT 15kHz";"Zilog Z80,MOS Technology 6502,Intel 8751";"maincpu Zilog Z80 @6 MHz, audiocpu MOS Technology 6502 @1.5 MHz, mcu Intel 8751 @8 MHz";"Speaker,YM3526 OPL,OKI MSM5205 ADPCM";"mono Speaker, ymsnd YM3526 OPL @3 MHz, msm OKI MSM5205 ADPCM @0.375 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Climbing / Building";Climbing;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;English;-;-;"29043;29031";NO;"Fire Trap";
firetrapbl;"Fire Trap (Japan bootleg)";"1986";bootleg;NO;firetrap;YES;firetrap;-;YES;NO;NO;-;NO;YES;NO;YES;dataeast/firetrap.cpp;"Mame 0.136u3";"2010-02-14";"Mame 0.256";"2023-06-28";2;1;2;1;1;RASTER;"90";VERTICAL;256;240;57.444853;"double joystick (4-way)";"CRT 15kHz";"Zilog Z80,MOS Technology 6502";"maincpu Zilog Z80 @6 MHz, audiocpu MOS Technology 6502 @1.5 MHz";"Speaker,YM3526 OPL,OKI MSM5205 ADPCM";"mono Speaker, ymsnd YM3526 OPL @3 MHz, msm OKI MSM5205 ADPCM @0.375 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Climbing / Building";Climbing;-;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;Japanese;-;-;"29043;29031";NO;"Fire Trap";
firetrapj;"Fire Trap (Japan)";"1986";"Woodplace Inc.";NO;firetrap;YES;firetrap;-;YES;NO;NO;-;NO;YES;NO;YES;dataeast/firetrap.cpp;"Mame 0.138u3";"2010-07-06";"Mame 0.256";"2023-06-28";2;1;2;1;1;RASTER;"90";VERTICAL;256;240;57.444853;"double joystick (4-way)";"CRT 15kHz";"Zilog Z80,MOS Technology 6502,Intel 8751";"maincpu Zilog Z80 @6 MHz, audiocpu MOS Technology 6502 @1.5 MHz, mcu Intel 8751 @8 MHz";"Speaker,YM3526 OPL,OKI MSM5205 ADPCM";"mono Speaker, ymsnd YM3526 OPL @3 MHz, msm OKI MSM5205 ADPCM @0.375 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Climbing / Building";Climbing;-;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;Japanese;-;-;"29043;29031";NO;"Fire Trap";
frontlin;"Front Line (AA1, 4 PCB version)";"1982";"Taito Corporation";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;taito/taitosj.cpp;"Mame 0.25";"1997-06-28";"Mame 0.256";"2023-06-28";2;2;3;1;1;RASTER;"270";VERTICAL;256;224;60.000000;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80,Motorola MC68705P5";"maincpu Zilog Z80 @4 MHz, audiocpu Zilog Z80 @3 MHz, bmcu:mcu Motorola MC68705P5 @3 MHz";"Speaker,AY-3-8910A PSG,8-Bit R-2R DAC,Discrete Sound";"speaker Speaker, ay1 AY-3-8910A PSG @1.5 MHz, ay2 AY-3-8910A PSG @1.5 MHz, ay3 AY-3-8910A PSG @1.5 MHz, ay4 AY-3-8910A PSG @1.5 MHz, dac 8-Bit R-2R DAC, dacvol Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Walking";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=sWwR2bFiJM8";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;"29043;29031";YES;"Front Line";
frontlina;"Front Line (FL, 5 PCB version)";"1982";"Taito Corporation";NO;frontlin;YES;frontlin;-;YES;NO;NO;-;NO;YES;NO;YES;taito/taitosj.cpp;"Mame 0.221";"2020-05-19";"Mame 0.256";"2023-06-28";2;2;3;1;1;RASTER;"270";VERTICAL;256;224;60.000000;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80,Motorola MC68705P5";"maincpu Zilog Z80 @4 MHz, audiocpu Zilog Z80 @3 MHz, bmcu:mcu Motorola MC68705P5 @3 MHz";"Speaker,AY-3-8910A PSG,8-Bit R-2R DAC,Discrete Sound";"speaker Speaker, ay1 AY-3-8910A PSG @1.5 MHz, ay2 AY-3-8910A PSG @1.5 MHz, ay3 AY-3-8910A PSG @1.5 MHz, ay4 AY-3-8910A PSG @1.5 MHz, dac 8-Bit R-2R DAC, dacvol Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Walking";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;English;-;-;-;YES;"Front Line";
idsoccer;"Indoor Soccer (set 1)";"1985";Universal;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;universal/docastle.cpp;"Mame 0.62";"2002-11-12";"Mame 0.256";"2023-06-28";2;2;2;1;1;RASTER;"0";HORIZONTAL;240;192;59.659091;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @4 MHz, slave Zilog Z80 @4 MHz, cpu3 Zilog Z80 @4 MHz";"Speaker,SN76489A,OKI MSM5205 ADPCM";"mono Speaker, sn1 SN76489A @4 MHz, sn2 SN76489A @4 MHz, sn3 SN76489A @4 MHz, sn4 SN76489A @4 MHz, msm OKI MSM5205 ADPCM @0.384 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";https://archive.org/details/arcade_idsoccer;"https://www.youtube.com/watch?v=xPdaBSMHrVo";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;"Indoor Soccer";
idsoccera;"Indoor Soccer (set 2)";"1985";Universal;NO;idsoccer;YES;idsoccer;-;YES;NO;NO;-;NO;YES;NO;YES;universal/docastle.cpp;"Mame 0.138u1";"2010-05-26";"Mame 0.256";"2023-06-28";2;2;2;1;1;RASTER;"0";HORIZONTAL;240;192;59.659091;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @4 MHz, slave Zilog Z80 @4 MHz, cpu3 Zilog Z80 @4 MHz";"Speaker,SN76489A,OKI MSM5205 ADPCM";"mono Speaker, sn1 SN76489A @4 MHz, sn2 SN76489A @4 MHz, sn3 SN76489A @4 MHz, sn4 SN76489A @4 MHz, msm OKI MSM5205 ADPCM @0.384 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;PRELIMINARY;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Indoor Soccer";
idsoccert;"Indoor Soccer (Tecfri license PCB)";"1985";"Universal (Tecfri license)";NO;idsoccer;YES;idsoccer;-;YES;NO;NO;-;NO;YES;NO;YES;universal/docastle.cpp;"Mame 0.243";"2022-04-29";"Mame 0.256";"2023-06-28";2;2;2;1;1;RASTER;"0";HORIZONTAL;240;192;59.659091;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @4 MHz, slave Zilog Z80 @4 MHz, cpu3 Zilog Z80 @4 MHz";"Speaker,SN76489A,OKI MSM5205 ADPCM";"mono Speaker, sn1 SN76489A @4 MHz, sn2 SN76489A @4 MHz, sn3 SN76489A @4 MHz, sn4 SN76489A @4 MHz, msm OKI MSM5205 ADPCM @0.384 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;PRELIMINARY;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;???;-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Indoor Soccer";
inferno;"Inferno (Williams)";"1984";Williams;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/williams.cpp;"Mame 0.35b6";"1999-03-15";"Mame 0.256";"2023-06-28";2;1;3;1;1;RASTER;"0";HORIZONTAL;276;240;60.096154;"double joystick (8-way)";"CRT 15kHz";"Motorola MC6809E,Motorola MC6808";"maincpu Motorola MC6809E @1 MHz, soundcpu Motorola MC6808 @4 MHz";"Speaker,MC1408 DAC";"speaker Speaker, dac MC1408 DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Shooter Small";Maze;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;YES;NO;NO;YES;"2P sim";https://archive.org/details/arcade_inferno;"https://www.youtube.com/watch?v=cnDTkLETMBA";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"1984";-;NO;Inferno;
kngtmare;"Knightmare (prototype)";"1983";Gottlieb;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;gottlieb/gottlieb.cpp;"Mame 0.84";"2004-07-02";"Mame 0.256";"2023-06-28";1;2;2;1;1;RASTER;"0";HORIZONTAL;256;240;61.419025;"double joystick (2-way)";"CRT 15kHz";"Intel 8088,MOS Technology 6502";"maincpu Intel 8088 @5 MHz, r1sound:audiocpu MOS Technology 6502 @0.894886 MHz";"Speaker,Gottlieb Sound rev. 1,MC1408 DAC";"speaker Speaker, r1sound Gottlieb Sound rev. 1, r1sound:dac MC1408 DAC";PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;NODUMP;-;"Maze / Fighter";Maze;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_kngtmare;"https://www.youtube.com/watch?v=_KVA2HZBIms";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;Knightmare;
laststar;"The Last Starfighter (prototype)";"1984";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"atari/atarisy4.cpp";"Mame 0.139u1";"2010-08-11";"Mame 0.256";"2023-06-28";1;6;0;0;1;RASTER;"0";HORIZONTAL;512;384;60.006001;"double joystick (8-way),joystick (analog)";"CRT 25kHz";"Motorola MC68000,Texas Instruments TMS32010";"maincpu Motorola MC68000 @8 MHz, dsp0 Texas Instruments TMS32010 @16 MHz";-;-;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;NODUMP;-;"Shooter / Flying 1st Person";Shooter;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=9xmTDQp0sTc";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;-;NO;"The Last Starfighter";
liblrabl;"Libble Rabble";"1983";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;namco/toypop.cpp;"Mame 0.37b8 (0.44)";"2000-10-02";"Mame 0.256";"2023-06-28";2;1;2;1;1;RASTER;"0";HORIZONTAL;288;224;60.606061;"double joystick (8-way)";"CRT 15kHz";"Motorola MC6809E,Motorola MC68000";"maincpu Motorola MC6809E @1.536 MHz, slave Motorola MC68000 @6.144 MHz, audiocpu Motorola MC6809E @1.536 MHz";"Speaker,Namco 15xx";"mono Speaker, namco Namco 15xx @0.24 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Puzzle / Outline";Puzzle;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_liblrabl;"https://www.youtube.com/watch?v=XemMrSF0iqI";-;0;NO;NO;NO;NO;English;"90 to 100 (Best Games)";"1983";"29043;29031";NO;"Libble Rabble";
losttmbh;"Lost Tomb (hard)";"1982";Stern;NO;losttomb;YES;losttomb;-;YES;NO;NO;-;NO;YES;NO;NO;galdrvr.c;"Mame 0.34b2";"1998-08-30";"Mame 0.132u5";"2009-07-16";1;1;2;1;1;RASTER;"90";VERTICAL;768;224;60.606061;"double joystick (8-way)";"CRT 15kHz";"Z80,Z80";"maincpu Z80 @3.72 MHz, audiocpu Z80 @1.78975 MHz";"AY-3-8910A,AY-3-8910A,Discrete";"8910.0 AY-3-8910A @1.78975 MHz, 8910.1 AY-3-8910A @1.78975 MHz, konami Discrete";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Shooter Small";Maze;-;Maze;-;NO;YES;NO;YES;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Maze;-;-;-;NO;"Lost Tomb";
losttomb;"Lost Tomb (easy)";"1982";"Stern Electronics";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/galaxian.cpp;"Mame 0.12";"1997-03-23";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"90";VERTICAL;768;224;60.606061;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz, audiocpu Zilog Z80 @1.789772 MHz";"Speaker,AY-3-8910A PSG,Netlist Sound Device";"speaker Speaker, 8910.0 AY-3-8910A PSG @1.789772 MHz, 8910.1 AY-3-8910A PSG @1.789772 MHz, konami Netlist Sound Device";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Shooter Small";Maze;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_losttomb;"https://www.youtube.com/watch?v=mm5C86whObo";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Lost Tomb";
losttombh;"Lost Tomb (hard)";"1982";"Stern Electronics";NO;losttomb;YES;losttomb;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/galaxian.cpp;"Mame 0.133u1";"2009-08-02";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"90";VERTICAL;768;224;60.606061;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz, audiocpu Zilog Z80 @1.789772 MHz";"Speaker,AY-3-8910A PSG,Netlist Sound Device";"speaker Speaker, 8910.0 AY-3-8910A PSG @1.789772 MHz, 8910.1 AY-3-8910A PSG @1.789772 MHz, konami Netlist Sound Device";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Shooter Small";Maze;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Lost Tomb";
mainsnk;"Main Event (1984)";"1984";SNK;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;snk/mainsnk.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.256";"2023-06-28";2;4;2;1;1;RASTER;"180";HORIZONTAL;288;216;60.000000;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.36 MHz, audiocpu Zilog Z80 @4 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, ay1 AY-3-8910A PSG @2 MHz, ay2 AY-3-8910A PSG @2 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Sports / Boxing";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=fwImuaqLsQw";-;0;NO;NO;NO;NO;English;"30 to 40 (Amendable)";-;-;NO;"Main Event";
minefld;Minefield;"1983";"Stern Electronics";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/scobra.cpp;"Mame 0.30";"1998-01-08";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"90";VERTICAL;256;224;60.606061;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz, audiocpu Zilog Z80 @1.78975 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, ay1 AY-3-8910A PSG @1.78975 MHz, ay2 AY-3-8910A PSG @1.78975 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Driving Horizontal";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_minefld;"https://www.youtube.com/watch?v=L0Nw-eXIq2w";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;Minefield;
minefldfe;"Minefield (The Logicshop, bootleg)";"1983";"bootleg (The Logicshop)";NO;minefld;YES;minefld;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/scobra.cpp;"Mame 0.166";"2015-09-30";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"90";VERTICAL;256;224;60.606061;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz, audiocpu Zilog Z80 @1.78975 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, ay1 AY-3-8910A PSG @1.78975 MHz, ay2 AY-3-8910A PSG @1.78975 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Driving Horizontal";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Minefield;
plygonet;"Polygonet Commanders (ver UAA)";"1993";Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;konami/plygonet.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.256";"2023-06-28";1;2;2;2;1;RASTER;"90";VERTICAL;384;256;60.000000;"vertical double joystick (2-way)";"CRT 15kHz";"Motorola MC68EC020,Motorola DSP56156,Zilog Z80";"maincpu Motorola MC68EC020 @16 MHz, dsp Motorola DSP56156 @40 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,K054539 ADPCM";"lspeaker Speaker, rspeaker Speaker, k054539 K054539 ADPCM @18.432 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Driving 1st Person";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=oSOtWyD9Hcs";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;"Polygonet Commanders";
"qb3";"QB-3 (prototype)";"1982";Rock-Ola;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cinematronics/cinemat.cpp;"Mame 0.87u3";"2004-10-12";"Mame 0.256";"2023-06-28";1;4;1;1;1;VECTOR;"180";HORIZONTAL;0;0;38.000107;"double joystick (8-way)";-;"Cinematronics CPU,Zilog Z80";"maincpu Cinematronics CPU @4.98075 MHz, audiocpu Zilog Z80 @3.579545 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, ay1 AY-3-8910A PSG @3.579545 MHz, ay2 AY-3-8910A PSG @3.579545 MHz, ay3 AY-3-8910A PSG @3.579545 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=gj7mnD0oddc";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1982";-;YES;"QB-3";
rescraid;"Rescue Raider (5/11/87) (non-cartridge)";"1987";"Bally Midway";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/balsente.cpp;"Mame 0.36b5";"1999-09-18";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"0";HORIZONTAL;256;240;59.185606;"double joystick (8-way)";"CRT 15kHz";"Motorola MC6809E,Zilog Z80";"maincpu Motorola MC6809E @1.25 MHz, audio6vb:audiocpu Zilog Z80 @4 MHz";"Speaker,MM5837 Digital Noise Stream,CEM3394 Synthesizer Voice";"audio6vb:mono Speaker, audio6vb:noise MM5837 Digital Noise Stream, audio6vb:cem1 CEM3394 Synthesizer Voice, audio6vb:cem2 CEM3394 Synthesizer Voice, audio6vb:cem3 CEM3394 Synthesizer Voice, audio6vb:cem4 CEM3394 Synthesizer Voice, audio6vb:cem5 CEM3394 Synthesizer Voice, audio6vb:cem6 CEM3394 Synthesizer Voice";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;NODUMP;-;"Shooter / Driving";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_rescraid;"https://www.youtube.com/watch?v=G0pD5LRJcx0";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;"Rescue Raider";
rescraida;"Rescue Raider (stand-alone)";"1987";"Bally Midway";NO;rescraid;YES;rescraid;-;YES;NO;NO;-;NO;YES;NO;YES;midway/balsente.cpp;"Mame 0.133u1";"2009-08-02";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"0";HORIZONTAL;256;240;59.185606;"double joystick (8-way)";"CRT 15kHz";"Motorola MC6809E,Zilog Z80";"maincpu Motorola MC6809E @1.25 MHz, audio6vb:audiocpu Zilog Z80 @4 MHz";"Speaker,MM5837 Digital Noise Stream,CEM3394 Synthesizer Voice";"audio6vb:mono Speaker, audio6vb:noise MM5837 Digital Noise Stream, audio6vb:cem1 CEM3394 Synthesizer Voice, audio6vb:cem2 CEM3394 Synthesizer Voice, audio6vb:cem3 CEM3394 Synthesizer Voice, audio6vb:cem4 CEM3394 Synthesizer Voice, audio6vb:cem5 CEM3394 Synthesizer Voice, audio6vb:cem6 CEM3394 Synthesizer Voice";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Driving";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Rescue Raider";
